"EXPOCODE","STNNBR","DATE","year","latitude","longitude","PrDM","sf6_obs","Gamma","Delta","sf6_model","error","converged"
114,23,20190610,2019,53.9868,-55.2517,3.6,3.747,18.7402420163896,18.7385442631192,1.84931904941716,3.60119299020499,FALSE
115,27,20190610,2019,54.2192,-55.0242,159.5,3.527,18.3231521966212,18.3197994954224,2.01916487539241,2.27356676300039,FALSE
116,27,20190610,2019,54.2192,-55.0242,140.9,3.441,18.0558041671024,18.053628493721,2.09136381010178,1.82151784508298,FALSE
119,27,20190610,2019,54.2192,-55.0242,99.8,3.49,18.0039914861099,18.001471923049,2.13893614343661,1.82537354451193,FALSE
124,27,20190610,2019,54.2192,-55.0242,50.7,3.744,18.49143788683,18.4704966659017,2.14386974274938,2.56041684016893,FALSE
159,54,20190611,2019,55.6127,-53.6402,2934,1.819,16.7230530966757,14.6581528674322,1.81899999937345,3.9256035418802e-19,TRUE
160,54,20190611,2019,55.6127,-53.6402,2881.1,1.764,17.280958562765,14.5667372198157,1.76399999935445,4.16731150339959e-19,TRUE
161,54,20190611,2019,55.6127,-53.6402,2800,1.572,19.677628695211,14.0988870426414,1.57199999927222,5.2966639906088e-19,TRUE
163,54,20190611,2019,55.6127,-53.6402,2520.6,1.234,24.0127707047559,13.0738411044268,1.2339999962876,1.37819166341507e-17,TRUE
164,54,20190611,2019,55.6127,-53.6402,2422.1,1.178,24.7167859137578,12.7496791300103,1.17799999882089,1.39028868552246e-18,TRUE
165,54,20190611,2019,55.6127,-53.6402,2269.6,1.124,25.365870335312,12.4439589483793,1.12399999929405,4.98361904751453e-19,TRUE
166,54,20190611,2019,55.6127,-53.6402,2000.2,1.062,26.0947170601876,12.0914327289453,1.06199999938552,3.77583242002478e-19,TRUE
167,54,20190611,2019,55.6127,-53.6402,1849.1,1.417,20.9820701734975,14.4459741202932,1.41699999935303,4.18571372982997e-19,TRUE
170,54,20190611,2019,55.6127,-53.6402,1379.4,1.903,14.7994239567686,14.7991374557377,1.83409549906782,0.00474783024871332,FALSE
171,54,20190611,2019,55.6127,-53.6402,1179.4,2.051,14.4790897376183,14.4784183171853,1.84864791037923,0.0409463681738919,FALSE
172,54,20190611,2019,55.6127,-53.6402,990.1,1.88,15.0060399301241,15.005712679302,1.82700752282652,0.00280820263698203,FALSE
173,54,20190611,2019,55.6127,-53.6402,809.3,2.331,15.6931370403939,15.6928913412348,1.80541813911012,0.276236292496472,FALSE
174,54,20190611,2019,55.6127,-53.6402,640.5,2.454,16.8240392500896,16.8234847793975,1.75806737039175,0.484322224953459,FALSE
176,54,20190611,2019,55.6127,-53.6402,349.4,2.577,17.2518248036927,17.2517660691142,1.73448560282423,0.70983050944845,FALSE
